-3.380517	-80.340424
-3.394445	-80.343903
-3.406945	-80.343338
-3.417223	-80.346115
-3.427778	-80.350281
-3.455556	-80.364182
-3.472222	-80.37529
-3.479167	-80.381668
-3.490278	-80.398056
-3.495833	-80.420013
-3.497222	-80.444733
-3.497778	-80.496948
-3.498612	-80.509445
-3.501389	-80.520844
-3.505556	-80.529724
-3.5125		-80.536957
-3.521389	-80.541672
-3.541667	-80.547791
-3.560278	-80.55751
-3.582501	-80.576401
-3.616667	-80.598618
-3.623612	-80.605835
-3.626945	-80.61557
-3.631945	-80.624451
-3.636111	-80.634171
-3.647223	-80.650284
-3.660278	-80.664734
-3.684078	-80.691312
-3.686671	-80.693985
-3.687894	-80.69495
-3.688449	-80.695692
-3.689339	-80.697512
-3.691376	-80.700816
-3.692932	-80.703229
-3.694562	-80.705642
-3.695933	-80.707572
-3.697081	-80.709132
-3.698082	-80.710542
-3.699008	-80.71199
-3.699934	-80.713253
-3.700897	-80.714403
-3.701601	-80.715183
-3.702416	-80.715926
-3.70312	-80.716705
-3.70375	-80.717411
-3.704528	-80.718339
-3.705788	-80.719749
-3.706751	-80.721346
-3.707307	-80.722942
-3.707899	-80.72465
-3.708344	-80.72543
-3.708788	-80.726283
-3.709137	-80.726973
-3.709048	-80.727806
-3.70927	-80.728585
-3.709715	-80.729179
-3.710567	-80.729179
-3.711456	-80.729253
-3.712197	-80.729105
-3.712864	-80.728808
-3.713345	-80.728362
-3.713901	-80.727843
-3.714271	-80.728437
-3.714716	-80.729142
-3.715123	-80.72981
-3.714812	-80.730206
-3.714345	-80.731335
-3.714197	-80.731889
-3.714086	-80.732706
-3.71384	-80.733282
-3.713646	-80.733867
-3.713049	-80.734637
-3.712086	-80.734859
-3.711159	-80.735008
-3.710493	-80.735305
-3.709826	-80.735453
-3.709159	-80.735416
-3.70864	-80.735193
-3.707751	-80.734302
-3.706936	-80.733189
-3.706566	-80.732112
-3.706232	-80.731035
-3.706232	-80.729885
-3.706343	-80.729216
-3.706121	-80.72788
-3.705751	-80.726655
-3.705676	-80.725949
-3.705834	-80.724792
-3.705825	-80.723945
-3.705788	-80.722831
-3.705639	-80.72194
-3.705343	-80.721049
-3.70501	-80.720306
-3.704787	-80.719787
-3.704417	-80.719452
-3.704269	-80.719267
-3.704009	-80.719155
-3.703787	-80.719267
-3.70412	-80.719972
-3.704565	-80.720715
-3.70475	-80.721346
-3.704979	-80.722183
-3.704973	-80.723165
-3.704973	-80.724427
-3.705269	-80.726469
-3.70538	-80.72762
-3.705417	-80.728845
-3.705491	-80.73007
-3.705788	-80.731778
-3.706121	-80.73304
-3.706603	-80.734005
-3.707492	-80.735565
-3.708344	-80.736493
-3.708825	-80.737235
-3.709678	-80.738052
-3.710418	-80.738683
-3.711345	-80.739648
-3.712567	-80.740502
-3.713567	-80.741579
-3.71442	-80.742804
-3.715642	-80.744809
-3.716272	-80.746071
-3.717124	-80.747482
-3.71768	-80.748484
-3.718013	-80.74919
-3.718235	-80.749858
-3.718161	-80.750489
-3.718013	-80.751454
-3.717976	-80.752345
-3.71805	-80.752976
-3.718235	-80.75357
-3.718569	-80.754016
-3.719013	-80.754573
-3.719791	-80.755427
-3.720792	-80.756466
-3.722051	-80.757728
-3.722978	-80.758582
-3.723793	-80.759288
-3.725756	-80.761181
-3.726905	-80.762517
-3.728127	-80.763743
-3.729794	-80.765265
-3.731276	-80.76649
-3.732647	-80.767418
-3.735611	-80.769534
-3.737352	-80.770685
-3.738834	-80.771613
-3.73976	-80.772504
-3.740982	-80.773952
-3.741723	-80.774732
-3.741872	-80.775066
-3.742057	-80.775474
-3.741983	-80.775845
-3.742131	-80.776254
-3.74239	-80.776885
-3.74265	-80.777405
-3.742872	-80.777887
-3.743205	-80.778407
-3.743576	-80.778852
-3.743946	-80.779298
-3.744169	-80.779781
-3.744576	-80.78056
-3.744724	-80.781228
-3.744984	-80.782379
-3.745539	-80.78301
-3.746317	-80.784013
-3.747058	-80.785164
-3.74771	-80.786362
-3.748231	-80.787108
-3.748902	-80.788153
-3.749944	-80.788974
-3.750912	-80.789571
-3.752319	-80.790176
-3.753668	-80.790765
-3.754859	-80.791213
-3.755679	-80.791661
-3.756758	-80.792426
-3.757968	-80.79334
-3.758861	-80.793993
-3.760165	-80.794758
-3.761821	-80.795691
-3.763311	-80.796568
-3.764428	-80.797221
-3.765321	-80.79765
-3.766383	-80.798098
-3.767835	-80.798676
-3.769082	-80.799031
-3.77046	-80.799423
-3.771018	-80.799647
-3.771558	-80.799889
-3.77221	-80.800337
-3.773513	-80.80127
-3.77463	-80.80183
-3.775914	-80.802445
-3.777069	-80.802949
-3.778074	-80.803397
-3.779563	-80.804125
-3.780457	-80.804535
-3.781164	-80.804834
-3.782281	-80.805263
-3.783231	-80.805617
-3.784385	-80.806252
-3.785409	-80.80683
-3.786545	-80.807352
-3.788202	-80.80808
-3.790119	-80.808957
-3.791869	-80.809685
-3.793191	-80.810151
-3.794252	-80.810524
-3.795499	-80.811047
-3.796486	-80.811495
-3.797436	-80.811924
-3.798832	-80.812707
-3.800265	-80.813584
-3.801364	-80.8142
-3.802816	-80.814872
-3.804659	-80.81545
-3.806297	-80.815935
-3.807768	-80.816308
-3.809369	-80.8167
-3.811175	-80.817111
-3.812832	-80.817446
-3.814507	-80.81782
-3.815929	-80.818094
-3.816596	-80.818354
-3.817411	-80.818539
-3.81793	-80.818799
-3.818374	-80.819059
-3.818967	-80.819393
-3.81956	-80.819839
-3.820227	-80.820321
-3.820893	-80.820767
-3.82182	-80.821324
-3.82282	-80.821806
-3.823709	-80.82214
-3.825191	-80.822771
-3.827673	-80.824405
-3.829711	-80.825667
-3.831193	-80.82641
-3.833341	-80.827338
-3.835786	-80.828674
-3.838157	-80.82964
-3.842122	-80.830716
-3.84553	-80.831125
-3.848605	-80.83131
-3.851569	-80.831347
-3.853271	-80.831411
-3.856051	-80.831496
-3.858645	-80.831681
-3.862291	-80.831871
-3.86635	-80.832275
-3.868944	-80.832795
-3.871685	-80.833538
-3.874427	-80.834651
-3.877577	-80.837386
-3.87965	-80.84048
-3.880465	-80.841854
-3.881762	-80.843413
-3.883281	-80.846346
-3.885068	-80.848722
-3.886875	-80.850392
-3.889653	-80.852583
-3.892246	-80.85455
-3.894546	-80.856842
-3.895581	-80.859228
-3.896692	-80.863869
-3.897841	-80.867544
-3.898959	-80.870983
-3.900076	-80.874591
-3.901292	-80.87646
-3.902752	-80.878248
-3.904292	-80.879792
-3.905767	-80.881404
-3.906355	-80.882877
-3.908184	-80.884831
-3.910374	-80.886537
-3.912401	-80.887838
-3.914022	-80.88987
-3.915806	-80.891739
-3.917524	-80.89363
-3.919293	-80.89694
-3.921198	-80.900847
-3.922049	-80.902385
-3.923752	-80.905067
-3.925179	-80.906917
-3.927158	-80.910594
-3.928252	-80.911748
-3.930309	-80.913663
-3.932513	-80.916903
-3.934293	-80.91994
-3.936806	-80.924328
-3.938347	-80.927091
-3.939567	-80.929277
-3.941428	-80.931968
-3.943455	-80.934812
-3.944858	-80.937378
-3.945563	-80.940095
-3.94618	-80.942092
-3.947062	-80.943859
-3.948644	-80.945621
-3.951765	-80.949604
-3.95367	-80.95155
-3.956023	-80.954967
-3.957349	-80.956969
-3.958084	-80.959621
-3.958378	-80.960946
-3.958672	-80.962419
-3.959848	-80.964334
-3.961732	-80.965742
-3.962543	-80.966179
-3.963553	-80.966553
-3.964483	-80.966756
-3.965981	-80.967324
-3.967518	-80.967892
-3.969136	-80.968703
-3.970472	-80.969392
-3.971524	-80.970041
-3.972535	-80.970812
-3.973992	-80.97215
-3.975165	-80.973042
-3.975529	-80.973367
-3.976136	-80.973651
-3.976905	-80.974097
-3.977674	-80.974705
-3.97828	-80.975273
-3.978928	-80.975922
-3.979697	-80.976936
-3.980263	-80.977747
-3.980513	-80.978278
-3.980679	-80.978611
-3.980809	-80.978932
-3.980881	-80.979325
-3.980845	-80.979694
-3.980738	-80.980051
-3.980627	-80.980384
-3.980643	-80.980693
-3.98094	-80.981086
-3.981189	-80.981395
-3.981296	-80.981597
-3.981308	-80.981811
-3.981365	-80.982009
-3.981438	-80.982264
-3.981545	-80.982466
-3.981676	-80.982549
-3.981901	-80.982716
-3.981996	-80.982918
-3.982044	-80.983156
-3.982127	-80.983382
-3.982222	-80.983501
-3.9824		-80.983667
-3.982483	-80.98381
-3.982483	-80.983965
-3.982471	-80.984179
-3.982423	-80.984405
-3.98265	-80.985007
-3.983231	-80.986011
-3.984596	-80.987085
-3.986448	-80.987769
-3.988679	-80.988617
-3.989885	-80.989047
-3.991974	-80.989791
-3.994141	-80.990564
-3.995178	-80.991436
-3.996976	-80.992167
-3.998828	-80.993046
-3.999608	-80.993633
-4.000777	-80.994121
-4.003312	-80.994708
-4.005164	-80.995489
-4.006919	-80.996076
-4.007991	-80.997053
-4.008673	-80.997346
-4.009356	-80.997932
-4.010461	-80.998088
-4.0115	-80.998519
-4.030925	-81.010151
-4.047266	-81.017169
-4.058678	-81.022888
-4.070609	-81.032246
-4.084756	-81.060532
-4.092223	-81.065002
-4.099167	-81.07251
-4.103333	-81.08168
-4.110278	-81.101959
-4.121945	-81.117783
-4.128334	-81.124725
-4.135279	-81.131668
-4.168612	-81.154175
-4.175279	-81.161667
-4.180278	-81.170013
-4.194167	-81.183899
-4.2025	-81.189453
-4.209445	-81.195847
-4.21639	-81.203339
-4.250356	-81.238102
-4.257835	-81.242864
-4.269974	-81.249018
-4.270033	-81.249077
-4.270122	-81.249165
-4.270196	-81.249238
-4.270292	-81.249333
-4.270389	-81.249429
-4.270505	-81.249543
-4.270595	-81.249632
-4.270683	-81.249719
-4.270798	-81.249832
-4.270862	-81.249895
-4.270985	-81.250016
-4.27108	-81.250109
-4.271218	-81.250245
-4.271317	-81.250343
-4.271443	-81.250468
-4.27153	-81.250554
-4.271609	-81.250632
-4.27175	-81.250771
-4.271774	-81.25087
-4.271798	-81.250985
-4.271811	-81.251066
-4.271814	-81.251143
-4.271816	-81.251224
-4.271827	-81.251285
-4.271843	-81.251309
-4.271856	-81.251334
-4.271891	-81.25135
-4.271945	-81.251352
-4.271985	-81.251339
-4.272014	-81.251342
-4.272022	-81.251368
-4.272041	-81.251422
-4.272065	-81.251473
-4.272081	-81.251513
-4.272092	-81.251569
-4.27211	-81.251601
-4.272134	-81.251601
-4.272156	-81.251585
-4.272172	-81.251559
-4.272174	-81.251521
-4.272164	-81.251478
-4.272153	-81.251433
-4.272142	-81.251395
-4.27215	-81.251368
-4.272169	-81.251342
-4.272209	-81.251331
-4.272257	-81.251339
-4.272348	-81.251368
-4.272423	-81.251395
-4.272506	-81.251425
-4.272572	-81.251465
-4.272658	-81.251516
-4.272717	-81.251564
-4.272767	-81.251623
-4.272805	-81.25169
-4.272831	-81.251754
-4.27285	-81.251808
-4.272853	-81.251885
-4.272853	-81.251984
-4.272842	-81.252068
-4.272839	-81.252159
-4.27285	-81.252239
-4.272888	-81.252314
-4.272928	-81.252368
-4.272973	-81.252402
-4.27301	-81.25241
-4.273034	-81.252378
-4.273058	-81.252349
-4.273094	-81.252389
-4.273117	-81.252418
-4.27314	-81.252436
-4.273183	-81.252469
-4.273209	-81.252491
-4.27322	-81.252517
-4.273234	-81.252558
-4.273252	-81.252564
-4.273292	-81.252573
-4.273335	-81.252583
-4.273382	-81.252592
-4.273408	-81.252606
-4.273422	-81.252625
-4.273432	-81.252652
-4.273441	-81.252684
-4.273452	-81.252717
-4.273465	-81.252746
-4.273483	-81.252779
-4.273501	-81.252801
-4.273521	-81.252819
-4.273549	-81.252823
-4.273578	-81.252817
-4.273598	-81.252814
-4.273627	-81.25281
-4.273659	-81.252811
-4.273698	-81.252815
-4.27372	-81.252828
-4.273728	-81.252844
-4.273736	-81.252871
-4.273741	-81.252902
-4.273743	-81.252933
-4.273746	-81.252984
-4.273742	-81.253023
-4.273735	-81.253048
-4.273727	-81.253062
-4.273709	-81.253076
-4.273683	-81.25308
-4.273663	-81.253096
-4.273651	-81.253114
-4.273639	-81.253141
-4.27364	-81.253168
-4.273654	-81.253197
-4.273685	-81.253246
-4.273727	-81.253304
-4.27377	-81.253366
-4.273808	-81.253422
-4.273843	-81.25347
-4.273876	-81.253502
-4.273905	-81.253527
-4.273931	-81.253546
-4.273949	-81.253578
-4.273962	-81.253619
-4.273972	-81.253666
-4.273988	-81.253719
-4.274006	-81.253752
-4.274028	-81.253786
-4.27405	-81.253818
-4.274079	-81.253854
-4.274098	-81.253866
-4.274126	-81.253871
-4.274159	-81.25386
-4.274169	-81.253843
-4.274174	-81.253809
-4.274174	-81.253777
-4.274172	-81.253743
-4.274169	-81.253718
-4.274155	-81.253674
-4.274144	-81.253638
-4.274138	-81.253612
-4.27414	-81.253583
-4.274148	-81.253536
-4.274165	-81.253493
-4.274193	-81.253467
-4.274241	-81.253454
-4.274311	-81.253454
-4.274403	-81.253452
-4.274491	-81.253459
-4.274571	-81.253467
-4.274652	-81.25348
-4.274747	-81.253506
-4.274854	-81.253529
-4.274933	-81.25355
-4.274982	-81.253568
-4.275038	-81.253598
-4.275128	-81.253627
-4.275231	-81.253649
-4.27536	-81.253664
-4.27555	-81.25369
-4.275626	-81.2537
-4.275692	-81.253715
-4.275778	-81.253734
-4.275872	-81.253766
-4.275968	-81.253788
-4.27605	-81.253801
-4.276112	-81.253811
-4.276155	-81.253824
-4.276237	-81.253865
-4.276275	-81.253876
-4.276316	-81.253888
-4.276363	-81.253895
-4.276414	-81.253886
-4.276466	-81.253882
-4.276517	-81.253884
-4.276575	-81.253893
-4.27662	-81.253918
-4.27668	-81.253953
-4.27673	-81.253989
-4.276779	-81.254027
-4.276837	-81.254076
-4.276871	-81.254121
-4.276905	-81.254171
-4.276938	-81.254235
-4.276961	-81.254269
-4.276985	-81.254301
-4.277025	-81.254333
-4.277066	-81.254365
-4.277101	-81.254367
-4.27715	-81.254361
-4.277212	-81.254355
-4.277259	-81.254369
-4.277289	-81.254387
-4.277309	-81.254417
-4.277332	-81.254457
-4.277351	-81.254495
-4.277371	-81.254534
-4.277392	-81.254566
-4.27742	-81.25459
-4.277459	-81.254596
-4.277499	-81.254581
-4.277534	-81.254557
-4.277551	-81.254517
-4.27757	-81.254485
-4.2776	-81.254449
-4.277636	-81.254421
-4.277667	-81.254402
-4.277701	-81.254389
-4.277752	-81.254357
-4.27781	-81.254324
-4.27787	-81.254292
-4.277934	-81.254273
-4.277971	-81.254265
-4.278033	-81.254273
-4.27807	-81.254278
-4.278123	-81.254293
-4.278168	-81.254316
-4.278239	-81.254342
-4.278278	-81.25435
-4.278291	-81.254344
-4.278351	-81.254344
-4.278387	-81.254339
-4.27843	-81.254331
-4.278479	-81.254329
-4.27852	-81.254331
-4.278591	-81.254346
-4.278666	-81.254369
-4.278728	-81.254378
-4.278773	-81.254376
-4.278852	-81.254363
-4.278929	-81.25435
-4.279002	-81.254348
-4.279097	-81.254369
-4.279193	-81.254391
-4.2793	-81.254404
-4.27944	-81.254419
-4.279545	-81.254449
-4.279682	-81.254468
-4.279813	-81.254457
-4.280003	-81.254449
-4.280134	-81.254442
-4.280239	-81.254442
-4.280327	-81.254463
-4.280406	-81.254498
-4.280501	-81.25454
-4.280585	-81.254579
-4.280659	-81.254598
-4.280767	-81.254605
-4.280883	-81.254611
-4.281028	-81.254637
-4.28136	-81.254679
-4.281491	-81.254694
-4.281652	-81.254722
-4.281856	-81.254726
-4.281961	-81.254737
-4.282074	-81.254773
-4.28224	-81.254782
-4.28245	-81.254812
-4.282516	-81.254816
-4.282561	-81.254816
-4.282632	-81.254815
-4.282711	-81.254801
-4.282795	-81.254799
-4.282894	-81.254829
-4.283011	-81.254831
-4.283202	-81.254791
-4.283266	-81.254805
-4.283314	-81.254823
-4.283382	-81.254844
-4.28343	-81.254834
-4.283507	-81.254788
-4.283571	-81.254789
-4.283763	-81.254862
-4.283897	-81.254846
-4.283896	-81.256171
-4.283996	-81.25617
-4.284006	-81.254833
-4.284142	-81.254822
-4.28424	-81.254825
-4.284322	-81.254849
-4.284598	-81.254887
-4.285002	-81.254882
-4.285362	-81.254852
-4.286103	-81.255091
-4.288646	-81.255307
-4.290073	-81.255436
-4.291945	-81.255657
-4.292364	-81.255769
-4.292699	-81.255741
-4.293314	-81.255881
-4.293928	-81.256021
-4.29457	-81.256217
-4.295185	-81.256413
-4.295883	-81.256553
-4.296497	-81.256637
-4.296916	-81.256693
-4.297558	-81.256889
-4.297977	-81.256861
-4.298479	-81.256945
-4.29887	-81.257197
-4.299177	-81.257477
-4.299429	-81.257785
-4.300071	-81.258205
-4.301355	-81.258401
-4.302026	-81.258877
-4.303198	-81.259465
-4.304008	-81.259997
-4.304399	-81.260053
-4.305432	-81.260389
-4.306577	-81.260557
-4.307554	-81.260277
-4.308224	-81.260389
-4.308699	-81.260781
